2014/1/1,水,9.6,15.5,3.1,0,9.0,0,0,10.81,2.8,7.2,13.1,48,0.0
2014/1/2,木,7.3,12.1,3.1,0,8.8,0,0,11.16,2.8,6.4,11.1,46,0.8
2014/1/3,金,5.9,8.5,3.8,0,3.7,0,0,7.12,1.7,3.6,6.5,44,9.3
2014/1/4,土,6.5,11.7,2.4,0,5.5,0,0,8.24,2.5,6.2,12.0,48,7.5
2014/1/5,日,5.4,7.3,3.9,0,0.4,0,0,5.79,3.3,6.3,12.8,37,7.8
2014/1/6,月,5.3,10.5,2.1,0,8.8,0,0,11.63,3.7,8.4,15.6,37,1.0
2014/1/7,火,5.5,9.9,1.9,0,8.3,0,0,10.88,2.0,4.7,8.5,46,3.5
2014/1/8,水,7.3,12.8,2.8,15.5,2.7,0,0,5.67,1.9,5.0,9.9,59,9.5
2015/1/9,木,7.2,11.8,3.0,4.0,1.6,0,0,5.94,4.0,9.1,17.6,59,9.8
2014/1/10,金,3.6,6.8,1.4,0,8.6,0,0,12.04,4.2,8.4,15.8,30,2.8
